ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE,DATE
O20230410001430,KS,00-08,PART A PROVIDER - HOSPICE,1083358113,N,171623,4789064775,"COMPASSUS OF KANSAS I, LLC",COMPASSUS-WICHITA,11/17/2021,DE,LLC,,P,301 N MAIN ST,STE 250,WICHITA,KS,672024805,01/2025
O20230412001659,NV,00-08,PART A PROVIDER - HOSPICE,1124735378,N,291685,8921473562,ICARE HEALTH SERVICES LLC,,03/21/2022,NV,LLC,,P,2320 PASEO DEL PRADO,STE B205-C,LAS VEGAS,NV,89102,01/2025
O20230412002940,FL,00-08,PART A PROVIDER - HOSPICE,1992436026,N,101568,9638544208,PEOPLES HOSPICE AND PALLIATIVE CARE OF FLORIDA LLC,,08/17/2021,FL,LLC,,P,213 E WRIGHT ST,STE B,PENSACOLA,FL,32501,01/2025
O20230413002824,GA,00-08,PART A PROVIDER - HOSPICE,1780332130,N,851568,9739554270,SYMPATHYCARE HOSPICE LLC,,03/11/2022,GA,LLC,,P,2306 MACY DR,,ROSWELL,GA,300766342,01/2025
O20230413003121,TX,00-08,PART A PROVIDER - HOSPICE,1497484687,N,A91609,3779958210,DEVOTION HOSPICE LLC,DEVOTION HOSPICE,02/10/2019,TX,LLC,,P,610 N LOOP 336 E,STE 300,CONROE,TX,773011437,01/2025
O20230413003130,TX,00-08,PART A PROVIDER - HOSPICE,1326356593,N,A91630,7618885112,"MATRIX HHA, INC.",,03/20/2010,TX,CORPORATION,,P,11351 JAMES WATT DR,BLDG C400,EL PASO,TX,799366627,01/2025
O20230414000097,AZ,00-08,PART A PROVIDER - HOSPICE,1710697750,N,1563,3476928920,ANTHEM EAST LLC,,07/29/2022,AZ,LLC,,P,105 N PASADENA ST,STE B,GILBERT,AZ,85233,01/2025
O20230414000846,TX,00-08,PART A PROVIDER - HOSPICE,1902524283,N,A91712,2769857226,LIMITLESS HOSPICE LLC,,06/22/2022,TX,LLC,,P,1202 E. SONTERRA BLVD,STE 102-B,SAN ANTONIO,TX,782584238,01/2025
O20230417000314,CA,00-08,PART A PROVIDER - HOSPICE,1013575448,N,B51696,4587095880,ALLAY HOSPICE CARE INC,,04/04/2019,CA,CORPORATION,,P,7840 FOOTHILL BLVD,STE F,SUNLAND,CA,910402907,01/2025
O20230417001096,MI,00-08,PART A PROVIDER - HOSPICE,1467174789,N,231714,5991170326,"ANGELIC HOSPICE, LLC",,05/18/2022,MI,LLC,,P,42660 DEQUINDRE RD,,STERLING HEIGHTS,MI,483142714,01/2025
O20230418001314,OH,00-08,PART A PROVIDER - HOSPICE,1972201341,N,361736,143695445,SINCERE HOSPICE LLC,,02/15/2023,OH,LLC,,P,20265 EMERY RD,,NORTH RANDALL,OH,441284122,01/2025
O20230418001424,GA,00-08,PART A PROVIDER - HOSPICE,1194316307,N,851566,9830596238,DHARMAHOSPICEANDPALLIATIVECARE LLC,,01/19/2021,GA,LLC,,P,201 BOMBAY LN,,ROSWELL,GA,300765815,01/2025
O20230418001590,TX,00-08,PART A PROVIDER - HOSPICE,1275242836,N,A91691,9537534847,ALFA HOME HEALTH AND HOSPICE LLC,,09/07/2022,TX,LLC,,P,315 CALLE DEL NORTE,STE 203,LAREDO,TX,780415961,01/2025
O20230419001782,NV,00-08,PART A PROVIDER - HOSPICE,1740988187,N,291658,648645929,ALLPRO HOSPICE LLC,,08/18/2022,NV,LLC,,P,2320 PASEO DEL PRADO,STE B106-D,LAS VEGAS,NV,891024358,01/2025
O20230420000976,NH,00-08,PART A PROVIDER - HOSPICE,1073210191,N,301540,1951766278,LILYCARE OF NEW HAMPSHIRE LLC,,02/02/2023,NH,LLC,,P,9 CEDARWOOD DR,UNIT 6,BEDFORD,NH,31106801,01/2025
O20230420001204,MD,00-08,PART A PROVIDER - HOSPICE,1184323693,N,211542,5799968392,CURO HEALTH SERVICES LLC,HEARTLAND HOSPICE (BELTSVILLE),,,LLC,,P,12304 BALTIMORE AVE,STE A,BELTSVILLE,MD,207051314,01/2025
O20230420003084,NM,00-08,PART A PROVIDER - HOSPICE,1548973050,N,321592,4880059153,Q HOSPICE LLC,,01/07/2022,NM,LLC,,P,7801 ACADEMY RD NE,,ALBUQUERQUE,NM,87109,01/2025
O20230421000668,OH,00-08,PART A PROVIDER - HOSPICE,1427763721,N,361731,6800251182,CORSOCARE HOSPICE OF OHIO LLC,CORSOCARE HOSPICE,10/26/2022,OH,LLC,,P,8230 PITTSBURG AVE NW,STE 1440,NORTH CANTON,OH,447205619,01/2025
O20230424000619,AZ,00-08,PART A PROVIDER - HOSPICE,1518611516,N,1570,5496110637,PRESTIGE DEVOTION HOSPICE LLC,PRESTIGE HEALTH HOSPICE,01/09/2022,AZ,LLC,,P,4555 S PALO VERDE RD,STE 163,TUCSON,AZ,857141959,01/2025
O20230424000651,CA,00-08,PART A PROVIDER - HOSPICE,1053912519,N,D61529,7012372253,BRIGHT NIGHT HOSPICE,,10/23/2020,CA,CORPORATION,,N,13647 VANOWEN ST,STE A,VAN NUYS,CA,914054262,01/2025
O20230425001413,OR,00-08,PART A PROVIDER - HOSPICE,1932808078,N,381584,9537524657,BELOVED HOSPICE INC,,02/22/2023,OR,CORPORATION,,P,25195 SW PARKWAY AVE,STE 200,WILSONVILLE,OR,970709689,01/2025
O20230426001408,TX,00-08,PART A PROVIDER - HOSPICE,1619683554,N,A91707,840655825,BRIGHTSIDE HOSPICE AND PALLIATIVE CARE CORPORATION,,01/15/2023,TX,CORPORATION,,N,23407 STARBRIDGE LAKE LN,,RICHMOND,TX,774072881,01/2025
O20230427002048,UT,00-08,PART A PROVIDER - HOSPICE,1518667633,N,461637,4981069853,ELITE HOSPICE LLC,,10/06/2022,UT,LLC,,P,3333 N DIGITAL DR,STE 400D,LEHI,UT,84043,01/2025
O20230501001056,TX,00-08,PART A PROVIDER - HOSPICE,1740900844,N,A91665,5496110272,STAR HOSPICE CARE INC,,08/04/2022,TX,CORPORATION,,P,6100 CORPORATE DR,STE 330,HOUSTON,TX,770363419,01/2025
O20230502001596,NV,00-08,PART A PROVIDER - HOSPICE,1922735562,N,291648,7618332370,ANGELS CARE HOSPICE INC,,06/16/2022,NV,CORPORATION,,P,2850 W HORIZON RIDGE PKWY,STE 200-299A,HENDERSON,NV,890524395,01/2025
O20230503000942,TX,00-08,PART A PROVIDER - HOSPICE,1003530031,N,A91709,3173988797,ADOM HOSPICE COMPANY LLC,,08/31/2021,TX,LLC,,P,16903 RED OAK DR,STE 208,HOUSTON,TX,770903991,01/2025
O20230504000311,NV,00-08,PART A PROVIDER - HOSPICE,1760183602,N,291652,3375908957,MIRACLE HOSPICE CARE INC,,12/14/2021,NV,CORPORATION,,P,3311 S RAINBOW BLVD,STE 129,LAS VEGAS,NV,891466208,01/2025
O20230504002032,PA,00-08,PART A PROVIDER - HOSPICE,1275047706,N,731512,1759642234,"HOSPICE AT LSMNJ, INC.",JOURNEY HOSPICE,11/15/2017,NJ,CORPORATION,,N,2101 BELMONT AVE,STE 3000,PHILADELPHIA,PA,191311648,01/2025
O20230505001138,TX,00-08,PART A PROVIDER - HOSPICE,1780391169,N,A91670,5597120055,STELLAR HOSPICE & PALLIATIVE CARE LLC,,11/03/2022,TX,LLC,,P,6220 WESTPARK DR,STE 106D,HOUSTON,TX,770577371,01/2025
O20230508001440,AZ,00-08,PART A PROVIDER - HOSPICE,1407567829,N,1561,2961867395,NUEVA HOSPICE & PALLIATIVE CARE LLC,,12/01/2022,AZ,LLC,,P,14362 N FRANK LLOYD WRIGHT BLVD,# 2162,SCOTTSDALE,AZ,852608846,01/2025
O20230510002703,GA,00-08,PART A PROVIDER - HOSPICE,1699429977,N,851581,2961868344,VIRTUOUS HOSPICE CARE,,03/16/2015,GA,LLC,,P,1970 MAIN ST E,STE B2,SNELLVILLE,GA,300786463,01/2025
O20230510003260,TX,00-08,PART A PROVIDER - HOSPICE,1932837937,N,A91610,6901840909,PREFERRED HOME HEALTH LP,ENHABIT HOSPICE,11/21/1991,TX,OTHER,LIMITED PARTNERSHIP,P,5350 S STAPLES ST,STE 342,CORPUS CHRISTI,TX,784114698,01/2025
O20230511000478,AZ,00-08,PART A PROVIDER - HOSPICE,1316613342,N,1572,9830555127,POSITIVE NATURE HOSPICE LLC,,08/18/2021,AZ,LLC,,P,7620 N HARTMAN LN,STE 180B,TUCSON,AZ,857437485,01/2025
O20230511000707,HI,00-08,PART A PROVIDER - HOSPICE,1073212460,N,121512,6800707456,KAISER FOUNDATION HOSPITALS,"KAISER PERMANENTE CARE AT HOME, OAHU HOSPICE",02/19/1948,CA,CORPORATION,,N,3288 MOANALUA RD,,HONOLULU,HI,968191469,01/2025
O20230511002148,AZ,00-08,PART A PROVIDER - HOSPICE,1255052585,N,1574,7214393537,HOSPICE IN THE DESERT LLC,HOSPICE IN THE DESERT,12/27/2022,AZ,LLC,,P,639 E SPEEDWAY BLVD,,TUCSON,AZ,857057433,01/2025
O20230512001212,IL,00-08,PART A PROVIDER - HOSPICE,1104548478,N,141727,1052777232,BRISTOL HOSPICE - CHICAGO LLC,,06/29/2022,IL,LLC,,P,701 LEE ST,STE 480,DES PLAINES,IL,600164546,01/2025
O20230512002300,TX,00-08,PART A PROVIDER - HOSPICE,1366148405,N,A91680,3779949979,WESTOVER HILLS HOSPICE LLC,,11/22/2021,TX,LLC,,P,3922 WISEMAN BLVD,STE 304A,SAN ANTONIO,TX,782511685,01/2025
O20230515002756,AZ,00-08,PART A PROVIDER - HOSPICE,1255043816,N,1568,749646800,ENCORE HOSPICE LLC,,12/14/2022,AZ,LLC,,P,4122 W INNOVATIVE DR,STE 101H&I,PHOENIX,AZ,850863846,01/2025
O20230515002772,OH,00-08,PART A PROVIDER - HOSPICE,1811642945,N,361732,5294897005,"MCV HEALTH CARE FACILITIES, INC.",CHRISTIAN VILLAGE HOSPICE,02/03/1988,OH,CORPORATION,,N,411 WESTERN ROW RD,,MASON,OH,450401438,01/2025
O20230516001901,CA,00-08,PART A PROVIDER - HOSPICE,1992312243,N,D61512,9638535750,HEALING HANDS HEALTH CARE CORP,PHYSICIANS HOSPICE,08/06/2020,CA,CORPORATION,,P,1905 E 17TH ST,STE 312,SANTA ANA,CA,927058671,01/2025
O20230516002074,MI,00-08,PART A PROVIDER - HOSPICE,1649904830,N,231716,4981060001,SERENITY HOME HOSPICE LLC,,06/30/2022,MI,LLC,,P,1711 MONROE ST,,DEARBORN,MI,481242914,01/2025
O20230519002817,TX,00-08,PART A PROVIDER - HOSPICE,1255082111,N,A91678,9537525399,SAINT CARE HOSPICE INC,,01/03/2022,TX,CORPORATION,,P,8951 CYPRESS WATERS BLVD,STE 1056,COPPELL,TX,750194661,01/2025
O20230522000635,VA,00-08,PART A PROVIDER - HOSPICE,1427763515,N,491657,6305202193,RVA HOSPICE LLC,KIRVA HOSPICE,01/11/2022,VA,LLC,,N,2200 PUMP RD,STE 218,RICHMOND,VA,232333539,01/2025
O20230522002655,VA,00-08,PART A PROVIDER - HOSPICE,1518672658,N,491658,1254797988,1ST CARE HOSPICE INC,,07/13/2022,VA,CORPORATION,,P,425 MAIN ST,,SOUTH BOSTON,VA,245923241,01/2025
O20230523002825,IL,00-08,PART A PROVIDER - HOSPICE,1518661545,N,141736,6507222122,DESTINY HOSPICE AND PALLIATIVE CARE INC,,11/15/2021,IL,CORPORATION,,P,3510 HOBSON RD,STE 101,WOODRIDGE,IL,605171440,01/2025
O20230524000003,TX,00-08,PART A PROVIDER - HOSPICE,1639876402,N,671559,2466818000,"ACCENTCARE HOSPICE & PALLIATIVE CARE OF HOUSTON - SOUTH, LLC",,01/11/2023,TX,LLC,,P,8876 GULF FWY,STE 350,HOUSTON,TX,770176520,01/2025
O20230524002969,UT,00-08,PART A PROVIDER - HOSPICE,1194426791,N,461635,8325404924,SERENITY HOSPICE OF UTAH LLC,,03/09/2023,UT,LLC,,P,627 W 4000 N,,PLEASANT GROVE,UT,840628754,01/2025
O20230524003183,TX,00-08,PART A PROVIDER - HOSPICE,1275259947,N,451574,3375909971,BENCHMARK HOSPICE LLC,,,,LLC,,P,780 CLEPPER,STE 100B,MONTGOMERY,TX,773563130,01/2025
O20230525000274,SD,00-08,PART A PROVIDER - HOSPICE,1831807106,N,431523,3476919986,HEARTLAND HOSPICE LLC,HEARTLAND HOME HEALTH & HOSPICE LLC,,,LLC,,P,319 SUMMIT ST,,BELLE FOURCHE,SD,577172069,01/2025
O20230531000805,WY,00-08,PART A PROVIDER - HOSPICE,1285307124,N,531531,4183081524,EDEN HOSPICE AT CHEYENNE LLC,EDEN HOSPICE,06/14/2021,WA,LLC,,P,2232 DELL RANGE BLVD,STE 304,CHEYENNE,WY,820094902,01/2025
O20230601003144,TX,00-08,PART A PROVIDER - HOSPICE,1104499391,N,A91690,7810354081,"HEARTS PALLIATIVE & HOSPICE CARE, LLC",,07/10/2021,TX,LLC,,P,9896 BISSONNET ST,STE 220,HOUSTON,TX,770368152,01/2025
O20230602002757,GA,00-08,PART A PROVIDER - HOSPICE,1881369783,N,851564,9032500350,ALLAY HOSPICE INC,,07/19/2021,GA,CORPORATION,,P,415 W HILL ST,STE 2,THOMSON,GA,308242105,01/2025
O20230605000159,MI,00-08,PART A PROVIDER - HOSPICE,1013676964,N,231721,4082071212,HARMONY AT HOME HOSPICE LLC,,11/08/2021,MI,LLC,,P,1800 W BRADY RD,STE 1,CHESANING,MI,486161008,01/2025
O20230606001454,VA,00-08,PART A PROVIDER - HOSPICE,1043977028,N,491659,244697381,HOME-BASED CARE PARTNERS OF VA INC,TWO RIVERS HOSPICE,11/17/2021,VA,CORPORATION,,P,15221 CARROLLTON BLVD,STE 206,CARROLLTON,VA,233142325,01/2025
O20230606003742,NM,00-08,PART A PROVIDER - HOSPICE,1790410777,N,321595,1153788138,ABODE HOSPICE OF NEW MEXICO LLC,ABODE HOSPICE OF NEW MEXICO,05/20/2022,DE,LLC,,P,5600 EUBANK BLVD NE,STE 120,ALBUQUERQUE,NM,871111555,01/2025
O20230607002997,TX,00-08,PART A PROVIDER - HOSPICE,1265139232,N,A91666,3870950728,"SACRED HEART ENTERPRISES, PC",SACRED MISSION HOSPICE,05/08/2018,TX,CORPORATION,,P,16318 SACRE COUER,,SAN ANTONIO,TX,782321956,01/2025
O20230607003752,TX,00-08,PART A PROVIDER - HOSPICE,1437850864,N,A91697,5698132553,MY HOME HOSPICE COMPANY,,03/01/2023,TX,CORPORATION,,P,9502 COMPUTER DR,STE 116,SAN ANTONIO,TX,782292382,01/2025
O20230608003533,LA,00-08,PART A PROVIDER - HOSPICE,1518358266,N,191600,5890168462,POST ACUTE HOLDINGS LLC,NOTRE DAME HOSPICE OF GREATER BATON ROUGE,,,OTHER,NOT SELECTED,P,11616 SOUTHFORK AVE,STE 402,BATON ROUGE,LA,708165241,01/2025
O20230609002493,NC,00-08,PART A PROVIDER - HOSPICE,1841904620,N,341528,3072982701,AGAPE CARE NORTH CAROLINA LLC,HOSPICE OF THE CAROLINA FOOTHILLS,03/24/2021,NC,LLC,,P,374 HUDLOW RD,,FOREST CITY,NC,280439444,01/2025
O20230612001224,KS,00-08,PART A PROVIDER - HOSPICE,1912612482,N,171627,244697993,"RESIDENTIAL HOSPICE OF MISSOURI, LLC",RESIDENTIAL HOSPICE,07/15/2022,MO,LLC,,P,13002 STATE LINE RD,,LEAWOOD,KS,662091756,01/2025
O20230612002973,TX,00-08,PART A PROVIDER - HOSPICE,1710697313,N,A91634,6406213107,MELARITH HOSPICE AND PALLIATIVE CARE LLC,,12/05/2022,TX,LLC,,P,9898 BISSONNET ST,STE 160,HOUSTON,TX,770368032,01/2025
O20230614000757,NV,00-08,PART A PROVIDER - HOSPICE,1104517036,N,291663,9436517059,SUN CITY HOSPICE INC,,12/14/2021,CA,CORPORATION,,P,2780 S JONES BLVD,STE 108,LAS VEGAS,NV,891465641,01/2025
O20230614001423,MO,00-08,PART A PROVIDER - HOSPICE,1396463014,N,261702,244697993,"RESIDENTIAL HOSPICE OF MISSOURI, LLC",RESIDENTIAL HOSPICE,07/15/2022,MO,LLC,,P,7611 STATE LINE RD,STE 326,KANSAS CITY,MO,641146801,01/2025
O20230614002742,CA,00-08,PART A PROVIDER - HOSPICE,1174299200,N,D61515,8426416090,"PROGRESSIVE CARE HOSPICE, INC.",,01/01/2021,CA,CORPORATION,,P,18455 BURBANK BLVD,STE 501,TARZANA,CA,913562803,01/2025
O20230616000053,AK,00-08,PART A PROVIDER - HOSPICE,1437840576,N,21510,2668464850,BARTLETT REGIONAL HOSPITAL,BARTLETT HOME HEALTH AND HOSPICE,01/01/1965,AK,OTHER,MUNICIPALITY OWNED,N,641 W WILLOUGHBY AVE,STE 204,JUNEAU,AK,998011748,01/2025
O20230620000900,CA,00-08,PART A PROVIDER - HOSPICE,1619557667,N,B51798,1153730353,VALLEY VIEW HOSPICE & PALLIATIVE CARE LLC,,04/05/2021,CA,LLC,,P,120 INDEPENDENCE CIR,STE A,CHICO,CA,959734925,01/2025
O20230626002113,PA,00-08,PART A PROVIDER - HOSPICE,1477969012,N,391773,3274991187,ALLIED SERVICES HOSPICE LLC,ALLIED SERVICES PHARMACY,04/10/2023,PA,LLC,,N,100 ABINGTON EXECUTIVE PARK,,CLARKS SUMMIT,PA,184112260,01/2025
O20230626002249,TX,00-08,PART A PROVIDER - HOSPICE,1114632080,N,A91636,2961860770,AGAPE FAMILY HOSPICE INC,,01/10/2023,TX,CORPORATION,,P,9502 COMPUTER DR,STE 114,SAN ANTONIO,TX,782292383,01/2025
O20230626002937,TX,00-08,PART A PROVIDER - HOSPICE,1720700990,N,A91638,5890153621,NEW VISION PALLIATIVE & HOSPICE CARE LLC,,11/14/2022,TX,LLC,,P,7111 HARWIN DR,STE 282,HOUSTON,TX,770362145,01/2025
O20230628003076,CO,00-08,PART A PROVIDER - HOSPICE,1467149245,N,61629,4688894926,DOMINICAN HOME HEALTH AGENCY INC,EMMAUS CATHOLIC HOSPICE,02/24/1989,CO,CORPORATION,,N,5290 E YALE CIR,STE 100,DENVER,CO,802226927,01/2025
O20230628003185,WA,00-08,PART A PROVIDER - HOSPICE,1275130098,N,501548,648639344,EDEN HOSPICE AT WHATCOM COUNTY LLC,EDEN HOSPICE,01/03/2020,WA,LLC,,P,316 E MCLEOD RD,STE 104,BELLINGHAM,WA,982266491,01/2025
O20230628004261,IL,00-08,PART A PROVIDER - HOSPICE,1003519281,N,141729,9234598962,HEART TO HEART HOSPICE CORP,,07/07/2022,IL,CORPORATION,,P,2644 DEMPSTER ST,STE 213,PARK RIDGE,IL,600688431,01/2025
O20230629003479,TX,00-08,PART A PROVIDER - HOSPICE,1629771571,N,451600,3072972611,"HILL COUNTRY HOSPICE, LLC",METHODIST HEALTHCARE HILL COUNTRY HOSPICE & FAMILY CARE,03/14/2023,TX,LLC,,P,808 REUBEN ST,"BRUNE BLDG, 2ND FLOOR",FREDERICKSBURG,TX,786244484,01/2025
O20230703000143,KS,00-08,PART A PROVIDER - HOSPICE,1588350037,N,171597,5294194650,COMMUNITY CARE HOSPICE LLC,,03/14/2023,KS,LLC,,P,905 CEDARS DR,,MCPHERSON,KS,674602733,01/2025
O20230703000235,NV,00-08,PART A PROVIDER - HOSPICE,1477267433,N,291686,3274992649,SOLACE VALLEY HEALTHCARE LLC,,05/07/2021,NV,LLC,,P,8766 S MARYLAND PKWY,STE 102,LAS VEGAS,NV,891236701,01/2025
O20230705002526,IL,00-08,PART A PROVIDER - HOSPICE,1972228310,N,141726,7416316732,WILLOW RIDGE HOSPICE LLC,,08/15/2022,IL,LLC,,P,536 SOUTH SCHRADER,,HAVANA,IL,62644,01/2025
O20230706000446,WA,00-08,PART A PROVIDER - HOSPICE,1295450922,N,501552,1153780309,Y.B.G. HEALTHCARE LLC,HEART AND SOUL HOSPICE,05/26/2021,WA,LLC,,P,15 S GRADY WAY,STE 522,RENTON,WA,980573217,01/2025
O20230706000627,PA,00-08,PART A PROVIDER - HOSPICE,1619694254,N,731510,4385003532,ENNOBLE HOSPICE PA LLC,ENNOBLE CARE,07/15/2021,PA,LLC,,P,325-41 CHESTNUT ST,STE 800,PHILADELPHIA,PA,191062614,01/2025
O20230706001279,UT,00-08,PART A PROVIDER - HOSPICE,1205527983,N,461633,6608235874,STELLAR HOSPICE SALT LAKE LLC,OVATION HOSPICE NORTH,04/05/2023,UT,LLC,,P,800 FORT UNION BLVD,STE C,MIDVALE,UT,840472391,01/2025
O20230711003045,GA,00-08,PART A PROVIDER - HOSPICE,1013608991,N,851584,2365801115,"EMPYREAN HOSPICE OF GEORGIA, LLC",,05/16/2023,DE,LLC,,P,3722 ATLANTA HWY,STE 1,ATHENS,GA,306061862,01/2025
O20230712003863,TX,00-08,PART A PROVIDER - HOSPICE,1952001059,N,A91698,9537529318,"OUR SACRED HEART HOSPICE, LLC",,08/10/2022,TX,LLC,,P,2105 JACKSON CRK,,EDINBURG,TX,785391726,01/2025
O20230714000065,AZ,00-08,PART A PROVIDER - HOSPICE,1063111466,N,1571,2860309671,"BAYADA HOME HEALTH CARE, INC.",BAYADA HOSPICE,01/17/1975,DE,CORPORATION,,N,7070 N ORACLE RD,STE 110,TUCSON,AZ,857044338,01/2025
O20230717000370,WA,00-08,PART A PROVIDER - HOSPICE,1053042721,N,501557,9032579560,SEASONS HOSPICE & PALLIATIVE CARE OF KING COUNTY LLC,ACCENTCARE HOSPICE & PALLIATIVE CARE OF KING COUNTY,10/12/2020,DE,LLC,,P,15 S GRADY WAY,STE 433,RENTON,WA,980573219,01/2025
O20230717003116,TX,00-08,PART A PROVIDER - HOSPICE,1730814872,N,A91669,4880054279,"HEALING TOUCH HOSPICE, LLC",,,,LLC,,P,2304 JOE RAMSEY BLVD E,,GREENVILLE,TX,754016474,01/2025
O20230718002734,IL,00-08,PART A PROVIDER - HOSPICE,1184339939,N,141725,9537529805,BDMACK INC,HANDS OF GOD HOSPICE,,IL,CORPORATION,,P,1500 NORTH 5TH STREET,SUITE 203,SPRINGFIELD,IL,627022643,01/2025
O20230718003236,GA,00-08,PART A PROVIDER - HOSPICE,1154030856,N,851587,941660229,AFFINITY CARE OF GEORGIA LLC,,11/11/2022,GA,LLC,,P,2751 BUFORD HWY NE,STE 285,ATLANTA,GA,303245488,01/2025
O20230719001956,TX,00-08,PART A PROVIDER - HOSPICE,1053015602,N,A91688,941660195,JOURNEY HOSPICE CARE LLC,,03/24/2023,TX,LLC,,P,3309 WINTHROP AVE,STE 88,FORT WORTH,TX,761165600,01/2025
O20230720001813,FL,00-08,PART A PROVIDER - HOSPICE,1114630324,N,101571,9032579172,AFFINITY CARE OF MANATEE COUNTY LLC,,02/03/2021,FL,LLC,,P,209 6TH AVE E,STE A,BRADENTON,FL,342081904,01/2025
O20230720002961,TX,00-08,PART A PROVIDER - HOSPICE,1790447134,N,A91641,6709246879,FORDGROVE HEALTHCARE LLC,THE GROVE CARE CENTERS OF AMERICA,12/07/2020,TX,LLC,,P,6502 CENTRE PLACE CIR,,SPRING,TX,773792937,01/2025
O20230721003244,AR,00-08,PART A PROVIDER - HOSPICE,1285323519,N,41522,648174946,"ARKANSAS HOSPICE, INC.",,01/17/1992,AR,CORPORATION,,N,403 W. OAK STREET,SUITE 201,EL DORADO,AR,717304586,01/2025
O20230724000369,MI,00-08,PART A PROVIDER - HOSPICE,1407503048,N,231720,7113387119,COMMUNITY HOSPICE INC,HARMONY HOSPICE,12/14/2016,MI,CORPORATION,,P,181 W RIVER VALLEY DR,,NEWAYGO,MI,493379330,01/2025
O20230724001335,OR,00-08,PART A PROVIDER - HOSPICE,1659088417,N,381587,4981685823,ADAMS & GRAY INC,AGERIGHT HOSPICE,02/27/1986,OR,CORPORATION,,P,4560 SE INTERNATIONAL WAY,STE 100,MILWAUKIE,OR,972224628,01/2025
O20230724002298,TX,00-08,PART A PROVIDER - HOSPICE,1598466716,N,A91657,7113387044,SUNLIGHT HOSPICE COMPANY,,03/01/2023,TX,CORPORATION,,P,9502 COMPUTER DR,STE 115,SAN ANTONIO,TX,782292382,01/2025
O20230726001920,WA,00-08,PART A PROVIDER - HOSPICE,1588374276,N,501554,4486714359,PROVIDENCE HEALTH & SERVICES - WASHINGTON,PROVIDENCE HOSPICE SPOKANE,01/28/1859,WA,CORPORATION,,N,1000 N ARGONNE RD,STE 201,SPOKANE VALLEY,WA,992122680,01/2025
O20230726002544,WA,00-08,PART A PROVIDER - HOSPICE,1255025540,N,501558,7810358637,"SEASONS HOSPICE & PALLIATIVE CARE OF SNOHOMISH COUNTY WASHINGTON, LLC",ACCENTCARE HOSPICE & PALLIATIVE CARE OF SNOHOMISH COUNTY,12/28/2020,DE,LLC,,P,3400 188TH ST SW,STE 241,LYNNWOOD,WA,980374792,01/2025
O20230728003111,TX,00-08,PART A PROVIDER - HOSPICE,1174249031,N,A91684,8729449327,PARAMOUNT PALLIATIVE AND HOSPICE OF TEXAS LLC,,09/19/2022,TX,LLC,,P,2624 DETERING ST,,HOUSTON,TX,770071206,01/2025
O20230802002834,TX,00-08,PART A PROVIDER - HOSPICE,1275543316,N,451707,4385551035,ODYSSEY HEALTHCARE OPERATING A LP,GENTIVA,,,PARTNERSHIP,,P,2400 CROCKETT DR,STE 300,BROWNWOOD,TX,768015912,01/2025
O20230802003900,IN,00-08,PART A PROVIDER - HOSPICE,1023709847,N,151659,9537520812,"SELECT HOSPICE, LLC",,09/12/2022,IN,LLC,,P,650 E CARMEL DR,STE 420,CARMEL,IN,460322867,01/2025
O20230803000744,SC,00-08,PART A PROVIDER - HOSPICE,1164113593,N,421648,2961863287,"EMPYREAN HOSPICE OF SOUTH CAROLINA, LLC",,05/15/2023,DE,LLC,,P,900 TRAIL RIDGE RD,STE 105,AIKEN,SC,298037765,01/2025
O20230803003997,TX,00-08,PART A PROVIDER - HOSPICE,1558052407,N,A91668,1052772241,BLISS HOSPICE LLC,,06/28/2022,TX,LLC,,P,2735 VILLA CREEK DR,STE 130B,DALLAS,TX,752347454,01/2025
O20230804000285,AZ,00-08,PART A PROVIDER - HOSPICE,1396482253,N,1577,1052772266,CARELIFE HOSPICE LLC,,02/08/2022,AZ,LLC,,P,16042 N 32ND ST,STE C4C,PHOENIX,AZ,850320027,01/2025
O20230804002236,MS,00-08,PART A PROVIDER - HOSPICE,1174215750,N,251505,941661086,ARDEN OF CENTRAL MISSISSIPPI LLC,,04/18/2023,MS,LLC,,P,450 TOWNE CENTER BLVD,,RIDGELAND,MS,391574804,01/2025
O20230807000472,WA,00-08,PART A PROVIDER - HOSPICE,1215526686,N,501556,1850752957,EDEN HOSPICE AT SNOHOMISH COUNTY LLC,EDEN HOSPICE,01/06/2021,WA,LLC,,P,19217 36TH AVE W,STE 201,LYNNWOOD,WA,980365751,01/2025
O20230809002345,GA,00-08,PART A PROVIDER - HOSPICE,1619667300,N,851550,4486016300,"FAMILY HOSPICE MACON, LLC",FAMILY HOSPICE,09/08/2022,GA,LLC,,P,4562 FORSYTH RD,STE 4,MACON,GA,312100510,01/2025
O20230815001887,AR,00-08,PART A PROVIDER - HOSPICE,1811682669,N,41577,6406218940,PEARL HOSPICE CARE LLC,RIVER VALLEY HOSPICE,04/01/2023,AR,LLC,,P,1231 STATE HIGHWAY 77,,MARION,AR,723649028,01/2025
